"","x","y","inclusion.probabilities","ID"
"1",307114.5,6222190.5,0.00025174332250837,18049
"2",308422.5,6222598.5,0.00025174332250837,9012
"3",308026.5,6221722.5,0.00221483942414175,28616
"4",308902.5,6221362.5,0.00221483942414175,36759
