"","x","y","inclusion.probabilities","ID"
"1",307126.5,6222358.5,4.92295574262787e-05,14284
"2",308578.5,6220942.5,4.43046386956714e-05,46147
"3",307846.5,6222094.5,4.43046386956714e-05,20262
"4",309862.5,6221206.5,4.92295574262787e-05,40336
