"","x","y","inclusion.probabilities","ID"
"1",308350.5,6221086.5,4.43046386956714e-05,42900
"2",309802.5,6221590.5,4.92295574262787e-05,31723
"3",307426.5,6221998.5,0.00110741971207087,22379
"4",306922.5,6222958.5,4.92295574262787e-05,817
